Trace1,,,,Trace2,,,,
Freq,,Amp,,Freq,,Amp,,
            67705655,Hz,              -71.09, dBm,            67705655,Hz,              -64.13, dBm,
            67720432,Hz,              -52.96, dBm,            67720432,Hz,              -64.06, dBm,
            67735209,Hz,              -64.54, dBm,            67735209,Hz,              -62.68, dBm,
            67749986,Hz,              -66.45, dBm,            67749986,Hz,              -63.39, dBm,
            67764763,Hz,              -66.43, dBm,            67764763,Hz,              -63.48, dBm,
            67779540,Hz,              -64.01, dBm,            67779540,Hz,              -62.30, dBm,
            67794317,Hz,              -66.10, dBm,            67794317,Hz,              -62.29, dBm,
            67809094,Hz,              -66.39, dBm,            67809094,Hz,              -63.19, dBm,
            67823871,Hz,              -67.88, dBm,            67823871,Hz,              -62.07, dBm,
            67838648,Hz,              -66.75, dBm,            67838648,Hz,              -61.78, dBm,
            67853425,Hz,              -63.97, dBm,            67853425,Hz,              -62.47, dBm,
            67868202,Hz,              -64.24, dBm,            67868202,Hz,              -62.03, dBm,
            67882979,Hz,              -60.96, dBm,            67882979,Hz,              -62.13, dBm,
            67897756,Hz,              -55.00, dBm,            67897756,Hz,              -61.74, dBm,
            67912533,Hz,              -69.32, dBm,            67912533,Hz,              -61.24, dBm,
            67927310,Hz,              -60.90, dBm,            67927310,Hz,              -61.31, dBm,
            67942087,Hz,              -61.05, dBm,            67942087,Hz,              -61.39, dBm,
            67956864,Hz,              -66.07, dBm,            67956864,Hz,              -61.20, dBm,
            67971641,Hz,              -63.34, dBm,            67971641,Hz,              -61.10, dBm,
            67986418,Hz,              -53.38, dBm,            67986418,Hz,              -60.70, dBm,
            68001195,Hz,              -60.66, dBm,            68001195,Hz,              -60.78, dBm,
            68015972,Hz,              -67.43, dBm,            68015972,Hz,              -60.66, dBm,
            68030749,Hz,              -52.95, dBm,            68030749,Hz,              -60.74, dBm,
            68045526,Hz,              -62.86, dBm,            68045526,Hz,              -60.13, dBm,
            68060303,Hz,              -64.32, dBm,            68060303,Hz,              -60.74, dBm,
            68075080,Hz,              -56.30, dBm,            68075080,Hz,              -59.70, dBm,
            68089857,Hz,              -58.33, dBm,            68089857,Hz,              -59.95, dBm,
            68104634,Hz,              -67.38, dBm,            68104634,Hz,              -59.96, dBm,
            68119411,Hz,              -55.06, dBm,            68119411,Hz,              -60.14, dBm,
            68134188,Hz,              -56.79, dBm,            68134188,Hz,              -59.67, dBm,
            68148965,Hz,              -59.66, dBm,            68148965,Hz,              -59.80, dBm,
            68163742,Hz,              -55.61, dBm,            68163742,Hz,              -59.94, dBm,
            68178519,Hz,              -56.35, dBm,            68178519,Hz,              -58.88, dBm,
            68193296,Hz,              -59.69, dBm,            68193296,Hz,              -59.26, dBm,
            68208073,Hz,              -53.10, dBm,            68208073,Hz,              -59.26, dBm,
            68222850,Hz,              -59.28, dBm,            68222850,Hz,              -58.76, dBm,
            68237627,Hz,              -59.51, dBm,            68237627,Hz,              -58.78, dBm,
            68252404,Hz,              -54.14, dBm,            68252404,Hz,              -58.77, dBm,
            68267181,Hz,              -55.18, dBm,            68267181,Hz,              -58.09, dBm,
            68281958,Hz,              -57.06, dBm,            68281958,Hz,              -58.29, dBm,
            68296735,Hz,              -51.72, dBm,            68296735,Hz,              -58.45, dBm,
            68311512,Hz,              -59.72, dBm,            68311512,Hz,              -58.28, dBm,
            68326289,Hz,              -64.46, dBm,            68326289,Hz,              -58.13, dBm,
            68341066,Hz,              -52.17, dBm,            68341066,Hz,              -57.91, dBm,
            68355843,Hz,              -59.72, dBm,            68355843,Hz,              -58.05, dBm,
