Trace1,
Freq,,Amp,,
           105153062,Hz,              -93.24, dBm,
           105166557,Hz,              -93.84, dBm,
           105180052,Hz,              -93.67, dBm,
           105193547,Hz,              -93.96, dBm,
           105207042,Hz,              -94.17, dBm,
           105220537,Hz,              -93.85, dBm,
           105234032,Hz,              -94.19, dBm,
           105247527,Hz,              -94.38, dBm,
           105261022,Hz,              -94.37, dBm,
           105274517,Hz,              -94.25, dBm,
           105288012,Hz,              -94.45, dBm,
           105301507,Hz,              -94.34, dBm,
           105315002,Hz,              -94.78, dBm,
           105328497,Hz,              -94.64, dBm,
           105341992,Hz,              -94.56, dBm,
           105355487,Hz,              -95.02, dBm,
           105368982,Hz,              -94.89, dBm,
           105382477,Hz,              -95.05, dBm,
           105395972,Hz,              -94.75, dBm,
           105409467,Hz,              -95.36, dBm,
           105422962,Hz,              -95.20, dBm,
           105436457,Hz,              -95.43, dBm,
           105449952,Hz,              -94.88, dBm,
           105463447,Hz,              -95.20, dBm,
           105476942,Hz,              -95.31, dBm,
           105490437,Hz,              -95.02, dBm,
           105503932,Hz,              -95.06, dBm,
           105517427,Hz,              -95.09, dBm,
           105530922,Hz,              -95.55, dBm,
           105544417,Hz,              -95.62, dBm,
           105557912,Hz,              -95.55, dBm,
           105571407,Hz,              -95.20, dBm,
           105584902,Hz,              -95.63, dBm,
           105598397,Hz,              -95.69, dBm,
           105611892,Hz,              -95.55, dBm,
           105625387,Hz,              -95.67, dBm,
           105638882,Hz,              -95.73, dBm,
           105652377,Hz,              -95.56, dBm,
           105665872,Hz,              -95.83, dBm,
           105679367,Hz,              -95.76, dBm,
           105692862,Hz,              -95.66, dBm,
           105706357,Hz,              -95.83, dBm,
           105719852,Hz,              -95.77, dBm,
           105733347,Hz,              -96.03, dBm,
           105746842,Hz,              -96.02, dBm,
           105760337,Hz,              -96.10, dBm,
           105773832,Hz,              -95.96, dBm,
           105787327,Hz,              -96.07, dBm,
           105800822,Hz,              -96.05, dBm,
           105814317,Hz,              -96.13, dBm,
           105827812,Hz,              -96.11, dBm,
           105841307,Hz,              -96.01, dBm,
           105854802,Hz,              -96.18, dBm,
           105868297,Hz,              -96.30, dBm,
           105881792,Hz,              -96.28, dBm,
           105895287,Hz,              -96.15, dBm,
